etf_code,etf_name,sector,total_bars,ret_90d,mdd_90d,trades_90d,free_shares_90d,ret_180d,mdd_180d,trades_180d,free_shares_180d,ret_1y,mdd_1y,trades_1y,free_shares_1y,ret_2y,mdd_2y,trades_2y,free_shares_2y,ret_3y,mdd_3y,trades_3y,free_shares_3y,ret_5y,mdd_5y,trades_5y,free_shares_5y
515880,通信ETF国泰,科技芯片,1231,-26.92,27.57,82,1500,19.4,4.17,64,3100,19.68,8.25,142,7400,15.28,11.56,56,12000,35.35,24.09,382,45800,37.36,29.42,634,81500
515050,通信ETF华夏,科技芯片,1231,4.23,21.66,115,2500,20.07,3.31,58,2100,20.33,7.62,158,5000,13.82,10.03,46,6800,28.12,20.48,308,23000,21.61,32.49,436,30000
159994,通信ETF银华,科技芯片,1231,10.95,20.46,107,2200,18.6,3.16,48,1500,18.48,7.11,140,3600,13.99,10.07,52,5600,25.98,19.62,328,17200,19.91,32.81,426,22300
159811,5GETF博时,科技芯片,1231,0.08,20.37,114,600,17.72,3.25,54,600,20.48,8.41,174,1600,6.93,5.37,16,800,14.37,14.36,202,4000,18.29,28.48,442,8700
515220,煤炭ETF国泰,周期资源,1588,28.08,12.5,96,1500,28.13,14.57,230,3000,10.55,2.69,96,1900,7.72,4.92,114,3000,12.05,10.69,410,7800,17.56,29.43,1162,19800
512930,AI人工智能ETF平安,科技芯片,1231,19.87,9.84,201,5200,17.02,3.62,62,3200,17.66,6.44,260,7800,4.63,2.33,26,3400,17.98,24.09,396,25800,16.08,39.33,782,39000
515070,人工智能ETF华夏,科技芯片,1231,18.21,9.95,195,2800,16.86,3.69,62,1800,17.4,6.44,256,4300,4.52,2.21,24,1900,16.24,23.31,338,13000,13.84,38.36,630,18500
516510,云计算ETF易方达,科技芯片,1231,35.92,5.27,246,1800,18.76,8.53,383,2800,20.42,5.29,469,3800,3.43,1.47,28,900,12.94,27.79,358,6800,13.58,35.28,762,12200
516010,游戏ETF国泰,科技芯片,1231,51.06,5.5,280,3100,-33.42,24.46,60,400,-17.54,33.4,240,2100,2.88,3.23,42,1000,19.26,31.11,1152,15700,13.51,26.59,1050,18200
159819,人工智能ETF易方达,科技芯片,1231,12.07,9.74,183,1500,16.92,3.71,62,1100,17.12,6.36,240,2600,5.01,2.66,22,1200,17.29,23.35,358,8500,13.33,37.98,612,11300
513200,港股通医药ETF易方达,跨境全球,1115,29.57,2.19,74,1600,19.03,17.88,251,3000,-19.0,33.0,36,100,3.96,3.22,60,1700,12.31,27.81,516,10400,12.88,38.32,1105,17000
512980,传媒ETF广发,科技芯片,1231,29.99,6.81,183,2800,-31.17,24.94,74,900,-7.75,24.54,214,2900,2.84,2.85,30,1400,15.53,23.76,737,16200,12.81,29.2,928,22700
159869,游戏ETF华夏,科技芯片,1231,48.4,5.47,274,2900,-32.36,24.28,70,400,-16.99,33.28,230,2100,2.72,3.26,36,900,18.23,30.92,1094,14700,12.65,27.43,972,16800
516630,云计算ETF华夏,科技芯片,1217,36.75,5.25,235,1900,17.94,8.32,361,2600,20.61,5.16,469,3900,3.86,2.02,22,900,14.05,27.71,370,7700,12.62,35.4,714,11500
516100,金融科技ETF华夏,科技芯片,1231,22.77,6.96,165,2200,-36.03,23.1,52,400,-26.83,36.04,116,1200,3.41,3.93,26,1300,6.19,33.98,192,5000,12.1,37.85,915,17900
515980,人工智能ETF华富,科技芯片,1231,27.96,10.72,194,3300,15.89,4.0,52,1700,18.45,6.59,228,4900,5.43,3.04,18,2300,21.21,24.03,352,18300,10.99,43.11,354,15700
159805,传媒ETF鹏华,科技芯片,1231,30.24,6.83,179,2100,-31.02,24.86,74,700,-7.98,24.56,220,2000,2.96,3.68,30,900,15.43,23.18,706,11600,10.89,27.28,750,13700
513070,港股通消费ETF易方达,跨境全球,1086,-20.28,8.83,106,700,-33.69,18.24,38,200,-20.37,25.81,230,1000,1.33,1.31,24,400,3.26,24.46,230,2500,10.55,26.24,1422,13200
516860,金融科技ETF博时,科技芯片,1198,18.25,7.18,168,1900,-38.06,23.11,46,300,-28.37,35.76,112,900,2.99,3.25,20,1100,5.54,34.28,190,4300,10.5,37.06,931,14800
159930,能源ETF汇添富,周期资源,1231,23.85,9.39,114,800,14.39,14.06,203,1400,5.51,1.3,34,600,6.22,8.07,164,1700,5.77,7.58,240,2600,10.44,17.73,618,8600
159851,金融科技ETF华宝,科技芯片,1231,18.42,7.15,174,3400,-39.51,23.62,48,500,-28.7,37.19,122,2000,3.27,3.55,30,2300,5.5,32.86,190,7300,10.25,37.26,913,25600
513380,恒生科技ETF广发,跨境全球,1056,-11.61,8.25,154,2500,-25.2,15.91,78,1900,-27.29,30.57,146,2000,1.6,1.83,24,1200,4.74,25.0,340,9200,10.18,27.44,1081,26700
515100,红利低波100ETF景顺,公用红利,1231,7.84,6.79,153,400,-4.92,10.37,90,300,6.25,8.65,497,1500,1.24,0.5,32,300,4.63,8.27,556,2700,9.97,14.12,1402,10400
159981,能源化工ETF建信,大宗商品,1231,32.52,8.36,60,900,28.28,13.64,169,2000,10.54,5.74,78,1300,10.84,11.65,214,3200,6.24,25.17,231,2900,9.02,15.04,490,7300
513000,日经225ETF易方达,跨境全球,1231,9.08,10.03,134,600,9.58,5.66,64,400,4.6,1.33,38,300,8.29,14.47,216,2000,4.95,5.84,144,1600,8.79,23.66,480,5500
516620,影视ETF国泰,科技芯片,1179,25.43,7.45,121,2200,-29.41,24.03,40,300,-15.3,32.56,162,2300,2.89,3.1,24,1200,11.12,27.17,626,13700,8.55,31.85,896,18300
513880,日经225ETF华安,跨境全球,1231,9.95,10.33,152,700,12.78,5.32,72,600,4.48,1.35,24,300,6.44,12.11,170,1500,5.78,4.77,188,2100,8.18,22.46,494,5400
159866,日经ETF工银,跨境全球,1231,9.21,9.91,126,800,9.88,5.31,56,600,4.04,0.95,28,400,9.01,10.67,238,2800,5.27,6.34,150,2400,8.12,24.17,492,6800
515400,大数据ETF富国,科技芯片,1231,37.04,4.63,249,3800,-21.65,17.57,150,1800,-1.13,18.45,398,5300,2.59,1.56,28,1300,13.56,32.19,797,15100,7.73,44.06,1144,18400
159611,电力ETF广发,公用红利,1135,-22.48,10.4,20,100,4.68,11.27,330,2300,11.09,2.59,408,2900,3.03,1.25,188,1400,4.26,5.37,356,3300,7.65,16.96,1228,9900
513530,港股通红利ETF华泰柏瑞,跨境全球,1066,9.75,10.12,113,400,3.69,12.26,166,500,9.31,10.65,528,1700,1.36,0.61,24,200,6.34,7.62,436,3200,7.64,20.28,596,5900
513520,日经ETF华夏,跨境全球,1231,0.79,11.84,129,500,11.34,4.52,78,500,4.34,1.18,34,300,8.39,12.51,248,2000,3.99,5.76,98,1200,7.44,24.16,384,4600
518890,上海金ETF中银,大宗商品,1231,14.06,4.78,82,100,-26.88,19.36,12,0,2.73,3.45,17,0,2.7,1.15,62,100,4.7,6.09,100,200,7.41,11.3,272,900
517900,银行AH优选ETF招商,大金融,1085,17.75,7.89,93,500,14.68,5.9,184,1100,10.76,8.2,319,1700,1.79,0.72,12,300,3.1,8.19,142,1500,7.19,16.01,568,5700
159608,稀有金属ETF广发,周期资源,1145,-68.81,24.28,72,600,-3.77,18.8,230,2900,12.36,4.29,102,3100,4.54,3.34,32,1900,14.23,23.9,390,11900,7.18,54.05,570,9800
512040,价值ETF富国,核心宽基,1231,12.28,4.37,161,800,-4.37,9.07,88,400,3.87,0.76,116,700,1.61,0.45,32,500,5.51,5.74,432,3900,6.92,17.6,966,8400
518680,金ETF富国,大宗商品,1231,13.15,4.97,82,0,-27.46,19.82,10,0,2.67,3.59,11,0,3.06,2.34,54,100,3.22,4.45,76,100,6.91,11.12,202,700
512700,银行ETF南方,大金融,1231,19.12,7.88,120,700,17.45,6.95,233,1400,10.35,9.0,318,1800,1.88,0.97,24,400,3.41,8.45,156,1700,6.59,24.68,596,6100
561100,消费电子ETF富国,科技芯片,1118,9.17,13.48,143,1800,17.66,6.57,54,1200,20.56,8.02,238,3400,5.03,3.87,20,1200,15.76,20.43,284,8300,6.51,41.76,188,5300
516920,芯片ETF汇添富,科技芯片,1231,27.29,9.21,187,2800,15.81,6.9,52,1200,21.16,9.4,204,4200,5.34,4.5,26,1900,12.69,26.96,158,8200,6.47,50.89,264,6800
512820,银行ETF汇添富,大金融,1231,20.7,7.0,127,700,15.54,6.33,206,1300,9.68,8.54,311,1700,1.98,0.98,22,400,3.73,8.0,158,1900,6.28,23.85,536,6000
512480,半导体ETF国联安,科技芯片,1231,22.73,11.11,190,3500,16.98,6.07,48,1800,18.97,8.43,176,5000,6.12,5.42,26,2900,13.68,27.83,160,12000,6.27,51.8,254,8900
159998,计算机ETF天弘,科技芯片,1231,27.46,4.05,210,2600,10.42,9.38,310,4200,11.19,10.09,520,6200,2.7,1.32,24,1100,11.73,30.13,564,10900,6.26,46.43,994,13300
159801,芯片ETF广发,科技芯片,1231,19.87,11.77,185,2900,15.54,7.36,48,1500,19.84,8.44,204,4900,5.46,4.81,20,2200,11.57,23.86,140,8900,6.22,52.86,300,8000
518860,上海金ETF建信,大宗商品,1227,13.19,4.88,84,0,-28.22,20.1,10,0,2.73,3.44,17,0,2.38,1.15,52,100,3.6,5.25,94,100,6.16,10.22,252,700
588280,科创50ETF华安,核心宽基,1184,23.68,8.77,188,2800,13.45,6.04,54,1200,15.7,6.12,206,3600,4.4,3.02,22,1600,13.54,23.59,240,10300,6.13,50.12,370,7500
159995,芯片ETF华夏,科技芯片,1231,18.13,12.15,189,3000,15.65,7.23,46,1500,19.96,8.56,204,4800,5.68,5.05,26,2300,11.32,23.65,134,8700,6.12,51.65,294,7800
159813,半导体ETF鹏华,科技芯片,1231,14.43,11.81,187,4200,16.59,7.16,52,2500,20.09,8.24,198,7700,5.68,4.94,26,3700,12.29,23.81,154,15000,6.04,51.72,290,12200
159997,电子ETF天弘,科技芯片,1231,23.52,11.96,166,1400,15.63,5.84,48,700,18.87,7.24,190,2300,5.55,4.26,24,1100,14.26,19.78,242,5800,6.03,42.54,174,4000
512070,证券保险ETF易方达,大金融,1230,26.63,2.29,203,2300,6.11,8.08,216,2400,-2.97,14.61,246,2100,1.96,0.96,26,1000,3.05,15.9,128,3000,5.93,29.86,841,11100
515260,电子ETF华宝,科技芯片,1231,22.61,12.73,169,4500,16.2,5.34,50,2000,18.69,6.82,220,6000,4.85,3.39,24,2700,10.88,17.12,202,11100,5.92,41.99,186,9900
512760,芯片ETF国泰,科技芯片,1762,27.33,9.36,190,3500,15.95,6.82,54,1600,17.92,7.58,178,4500,5.83,5.02,26,2500,13.67,26.12,176,11100,5.77,52.08,280,7800
512560,军工ETF易方达,国防军工,1230,5.23,13.79,121,1800,-20.57,22.91,112,1300,12.59,9.41,327,5100,2.42,2.01,42,1400,10.0,26.3,592,11600,5.77,39.74,743,12600
562800,稀有金属ETF嘉实,周期资源,1203,-66.94,23.95,68,600,-4.61,19.13,224,3300,12.49,4.42,106,3600,4.42,3.43,30,2000,14.62,23.87,358,14200,5.75,56.97,619,11600
510760,上证指数ETF国泰,核心宽基,1231,17.05,4.15,188,800,10.54,5.53,273,1100,7.1,1.42,312,1400,1.57,0.39,28,400,4.55,11.95,398,2800,5.69,17.45,764,6100
513800,日本东证指数ETF南方,跨境全球,1231,18.21,3.51,136,500,14.15,4.39,152,900,7.09,2.16,158,800,6.1,8.85,254,1600,5.32,6.41,232,2200,5.62,22.03,460,4100
516640,芯片ETF富国,科技芯片,1222,18.08,11.2,187,2300,16.32,7.36,48,1200,19.27,8.37,186,3700,6.01,5.37,26,1900,12.8,26.22,146,7800,5.43,49.74,218,5500
516350,芯片ETF易方达,科技芯片,1145,27.42,9.68,195,2400,15.95,7.25,50,1000,18.51,7.82,194,3200,6.01,5.39,24,1700,12.24,25.77,144,6700,5.41,48.67,138,4400
159781,科创创业ETF易方达,核心宽基,1231,-19.74,13.15,138,2200,9.9,2.81,42,900,15.41,5.35,238,3800,4.55,3.15,26,1800,15.38,17.77,302,12700,5.4,50.07,338,7300
513090,香港证券ETF易方达,大金融,1231,20.16,2.97,163,700,16.94,4.83,299,1400,-15.1,23.32,120,600,3.05,2.49,18,500,3.87,22.45,94,1600,5.39,34.65,346,4100
588000,科创50ETF华夏,核心宽基,1231,20.28,8.39,182,1700,12.92,5.43,50,800,16.29,6.26,218,2600,5.42,3.69,28,1400,12.67,23.08,204,6400,5.34,50.08,346,4500
159783,科创创业50ETF华夏,核心宽基,1231,-18.96,13.01,138,2200,9.78,2.79,42,800,16.65,5.16,250,4200,4.33,2.9,24,1700,15.63,18.0,306,12700,5.31,50.32,352,7100
159780,科创创业50ETF南方,核心宽基,1231,-20.45,12.96,140,2100,9.66,3.02,40,800,16.21,5.08,244,4100,4.53,2.95,28,1900,15.74,17.92,328,12900,5.28,50.19,344,7100
588380,科创创业ETF富国,核心宽基,1231,-17.84,12.94,138,2100,9.64,2.88,42,800,15.81,5.3,244,3900,4.14,2.64,26,1700,15.0,17.45,300,12100,5.24,50.36,346,6800
515630,证券保险ETF鹏华,大金融,1231,22.98,2.08,205,1300,9.74,7.97,260,1900,-5.71,16.82,218,1100,1.64,0.97,22,400,2.86,16.75,136,1700,5.23,29.35,869,6800
510880,红利ETF华泰柏瑞,公用红利,1231,16.76,8.61,97,200,11.4,9.57,164,400,7.03,3.05,166,500,1.9,0.75,24,100,3.85,3.78,214,800,5.19,20.28,506,2100
512810,军工ETF华宝,国防军工,1231,-0.21,13.59,111,1700,-23.75,23.28,92,1200,10.35,10.51,321,4900,2.33,1.94,40,1300,9.21,26.03,576,11600,5.15,38.81,749,12800
159967,创业板成长ETF华夏,核心宽基,1231,-1.53,17.06,110,3700,19.77,2.53,58,2800,22.64,7.79,262,7800,9.16,6.62,58,5900,17.01,17.78,346,18700,5.1,52.16,327,9800
513160,港股科技ETF银华,跨境全球,1117,0.04,6.74,172,1600,-9.49,13.74,154,2300,-23.94,28.82,180,1300,1.8,2.1,16,600,6.22,23.32,378,5600,5.08,37.23,666,8200
159908,创业板ETF博时,核心宽基,1231,-16.34,11.7,100,500,14.01,4.85,187,600,12.67,3.55,202,1000,3.95,2.22,28,500,15.96,19.5,374,4300,5.07,47.08,446,2200
515290,银行ETF天弘,大金融,1231,24.18,7.46,154,900,16.79,6.6,223,1300,10.09,8.61,341,1700,1.92,0.89,32,400,3.09,6.06,138,1500,5.05,19.13,474,4600
588300,科创创业50ETF招商,核心宽基,1231,-25.14,13.15,136,1600,9.25,3.22,38,800,15.88,5.28,238,3800,4.2,2.64,26,1700,14.27,17.84,272,11300,5.04,49.57,310,6500
159782,双创50ETF银华,核心宽基,1231,-31.98,14.02,128,1500,9.74,2.83,48,800,16.54,5.3,216,4200,4.36,2.97,24,1700,14.52,17.74,272,11900,5.02,49.68,330,6700
518660,黄金ETF工银,大宗商品,1231,12.78,4.92,84,0,-27.76,19.91,10,0,2.56,3.44,11,0,2.22,1.15,42,100,3.47,5.25,52,100,4.98,8.99,186,500
159887,银行ETF富国,大金融,1231,21.53,7.28,136,800,14.33,6.09,218,1200,10.43,8.49,329,2000,1.85,0.62,26,500,2.96,6.13,148,1600,4.97,18.77,492,5000
588080,科创50ETF易方达,核心宽基,1231,19.62,8.98,180,1600,13.06,5.48,50,800,15.6,6.02,210,2500,4.24,2.67,26,1200,14.18,22.94,236,7400,4.96,51.47,350,4300
588180,科创50ETF国联安,核心宽基,1231,28.33,7.29,197,3000,13.84,5.24,60,1400,15.49,6.15,210,3900,4.19,2.68,22,1700,14.51,23.23,240,12100,4.95,50.54,372,6700
159812,黄金ETF前海开源,大宗商品,1231,12.9,4.96,76,0,-26.72,19.25,12,0,3.07,0.99,18,0,2.58,1.15,48,100,4.5,6.14,112,200,4.94,9.07,164,500
516310,银行ETF易方达,大金融,1231,21.24,7.19,138,800,14.35,6.14,198,1200,9.12,8.34,301,1700,1.62,0.53,24,400,3.03,5.76,136,1500,4.88,17.99,474,4800
512800,银行ETF华宝,大金融,1231,21.78,7.22,137,1500,15.69,6.38,233,2200,10.22,8.51,344,3300,1.72,0.5,26,800,2.95,6.24,154,2600,4.88,19.64,516,8100
159732,消费电子ETF华夏,科技芯片,1226,-5.1,14.65,119,1700,24.75,6.27,87,2100,17.09,7.87,202,3300,4.17,3.07,20,1400,14.78,18.3,326,9500,4.86,43.21,222,5000
159770,机器人ETF天弘,科技芯片,1178,-31.36,15.22,130,1600,4.27,7.8,199,2600,7.03,12.92,364,5000,2.77,1.6,26,1100,11.38,26.43,488,10300,4.81,42.27,601,8300
515020,银行ETF华夏,大金融,1231,20.82,7.06,119,600,17.08,6.24,236,1200,10.42,8.39,329,1500,1.91,1.02,16,200,2.61,6.11,118,1100,4.81,18.96,400,3700
513150,港股通科技ETF华泰柏瑞,跨境全球,1115,6.22,6.44,199,1600,-14.78,14.74,148,1400,-25.22,30.05,120,700,1.7,2.14,20,600,4.59,28.72,246,4100,4.78,39.65,661,8500
518600,金ETF广发,大宗商品,1231,10.08,5.11,72,0,-28.15,20.04,10,0,2.96,3.57,25,0,2.62,2.36,34,100,3.37,4.43,92,200,4.72,8.57,170,400
561560,电力ETF华泰柏瑞,公用红利,1054,-20.41,9.99,24,100,2.5,11.14,314,1600,9.41,2.07,380,1900,3.22,1.59,190,1200,4.02,5.49,356,2600,4.6,3.99,572,4300
515080,中证红利ETF招商,公用红利,1231,12.78,8.2,117,500,2.26,11.16,114,400,8.36,5.75,282,1300,1.79,0.78,24,300,4.37,7.02,314,2200,4.58,20.17,542,4000
588060,科创50ETF广发,核心宽基,1231,19.62,8.68,184,2700,13.23,5.64,50,1300,16.22,6.37,218,4200,4.09,2.58,22,1800,13.38,23.34,238,11400,4.56,52.81,329,6300
513500,标普500ETF博时,跨境全球,1230,13.81,2.08,86,200,8.24,4.27,58,300,5.35,3.03,114,400,3.42,11.22,150,600,1.86,5.53,48,300,4.55,12.83,344,2200
588150,科创50ETF南方,核心宽基,1148,31.65,8.45,190,3000,13.29,5.6,48,1200,16.33,6.12,222,3800,4.27,2.68,24,1700,14.42,23.86,252,11100,4.54,51.19,312,5300
159876,有色ETF华宝,周期资源,1230,-8.21,17.02,93,1200,-1.31,19.95,170,2700,12.26,4.58,86,3200,4.77,3.56,30,2400,15.76,18.9,422,14300,4.53,48.24,245,6400
159996,家电ETF国泰,大消费,1231,1.58,5.51,144,500,-3.47,7.93,178,700,4.96,7.08,428,1800,1.52,0.8,28,300,5.37,9.7,380,3100,4.5,25.73,704,4500
588330,双创50ETF华宝,核心宽基,1231,-21.65,13.18,138,1900,10.27,2.9,48,900,16.07,5.32,234,3900,4.13,2.6,26,1700,14.18,16.67,288,11400,4.49,48.95,286,5800
588050,科创50ETF工银,核心宽基,1231,23.39,7.93,190,1900,13.21,5.27,56,800,16.45,6.35,222,2700,4.87,3.62,22,1100,13.48,23.04,232,7200,4.37,50.88,330,3700
515450,红利低波50ETF南方,公用红利,1231,12.07,6.91,172,600,3.94,8.55,209,600,9.37,4.84,457,1800,1.09,0.36,26,200,2.45,7.95,206,1300,4.37,17.96,436,4400
159834,金ETF南方,大宗商品,1092,11.12,4.91,80,0,-26.21,19.16,12,0,2.82,3.58,17,0,4.0,5.61,35,0,3.2,4.46,68,100,4.31,7.95,80,300
588090,科创50ETF华泰柏瑞,核心宽基,1231,24.47,8.23,196,2000,13.19,5.39,50,800,16.57,6.22,222,2700,4.74,3.41,20,1100,13.26,22.69,218,7000,4.29,51.29,332,3600
159949,创业板50ETF华安,核心宽基,1231,-35.01,14.53,92,900,15.58,4.66,199,1500,14.68,3.49,218,2400,4.67,3.09,26,1000,12.78,20.11,246,6800,4.29,51.55,360,3700
512400,有色金属ETF南方,周期资源,1231,-10.04,18.06,83,600,-3.24,20.73,158,1300,12.64,4.21,82,1700,6.4,6.01,26,1400,18.26,19.5,428,8800,4.28,52.4,244,3200
562950,消费电子ETF易方达,科技芯片,1126,9.54,13.4,143,1800,15.71,5.94,44,1000,18.46,7.46,212,3100,5.08,3.71,20,1400,11.92,19.56,226,6500,4.26,44.34,96,3400
561550,中证500增强ETF华泰柏瑞,核心宽基,1154,11.53,6.85,151,1400,20.16,5.87,283,2300,8.21,4.92,156,1400,2.54,0.97,26,700,9.58,15.46,432,5800,4.26,24.86,224,4100
159937,黄金ETF博时,大宗商品,1231,11.82,4.92,76,0,-28.11,19.94,10,0,2.64,3.43,15,0,2.1,1.15,34,100,3.43,5.26,42,100,4.15,8.41,94,300
159971,创业板ETF富国,核心宽基,1229,-11.95,15.8,114,1900,17.14,4.34,211,2200,12.58,3.76,214,2800,3.47,2.15,28,1300,14.92,19.61,364,10900,4.12,49.17,435,4800
513020,港股科技ETF国泰,跨境全球,1118,9.54,6.19,187,1700,-15.4,14.6,116,1300,-24.74,30.06,128,700,1.57,1.33,14,600,4.09,29.55,222,3600,4.12,41.0,611,7600
159807,科技ETF易方达,科技芯片,1231,6.1,8.2,177,2400,12.0,4.52,56,1400,16.59,5.45,264,5100,3.83,2.17,28,1800,13.34,23.45,426,13000,4.1,49.44,318,6400
515180,红利ETF易方达,公用红利,1231,13.15,8.09,115,600,2.87,10.95,126,500,8.06,5.45,284,1400,1.61,0.35,28,400,4.42,6.25,316,2500,4.1,20.16,484,4000
560880,家电ETF广发,大消费,1075,11.53,4.11,162,700,1.52,6.75,175,800,6.9,6.14,483,1800,1.49,0.6,30,300,7.41,8.54,520,4200,4.06,4.6,330,3300
516150,稀土ETF嘉实,周期资源,1231,-52.22,20.49,86,300,-17.7,22.03,210,1200,12.04,13.32,351,3000,3.5,2.77,26,800,12.18,26.27,370,6200,4.05,53.69,496,4000
513550,港股通50ETF华泰柏瑞,跨境全球,1231,12.94,6.75,149,800,6.32,9.42,234,1300,3.53,12.85,388,2300,1.32,0.61,16,300,5.73,15.94,416,4300,3.99,31.42,444,5100
515300,300红利低波ETF嘉实,公用红利,1231,13.85,6.48,136,600,-1.19,11.06,69,300,7.42,8.73,466,1600,0.97,0.25,26,200,2.54,4.61,246,1400,3.95,15.04,496,4200
159713,稀土ETF富国,周期资源,1231,-43.55,19.27,96,900,-13.94,21.0,262,2000,12.11,12.9,399,3900,3.61,2.75,38,1200,12.28,25.8,396,8700,3.93,53.22,429,4700
159915,创业板ETF易方达,核心宽基,1231,-21.9,12.37,104,400,13.23,4.38,197,600,11.71,3.49,198,800,4.84,3.31,26,400,13.61,19.98,306,3400,3.9,48.54,397,1500
159977,创业板ETF天弘,核心宽基,1231,-21.98,12.75,106,900,17.96,4.27,211,1500,12.0,3.41,210,1700,3.9,2.28,26,800,12.2,20.19,290,5800,3.9,49.34,413,3000
516780,稀土ETF华泰柏瑞,周期资源,1231,-49.36,20.4,96,1000,-13.51,21.82,274,3300,12.9,12.56,413,6300,3.2,2.32,32,1600,12.06,25.96,400,12900,3.89,53.91,461,7200
512890,红利低波ETF华泰柏瑞,公用红利,1230,16.3,7.16,145,800,7.85,9.06,190,900,8.65,8.09,433,1900,1.36,0.4,30,400,3.18,3.27,296,2100,3.88,13.46,436,4500
518800,黄金ETF国泰,大宗商品,1231,12.65,4.92,80,0,-28.32,20.15,10,0,2.81,3.58,17,0,2.77,2.36,46,100,3.27,4.45,52,100,3.85,7.95,86,200
562500,机器人ETF华夏,科技芯片,1141,-31.27,15.66,138,1800,1.6,8.44,163,2300,8.1,12.27,362,5400,2.89,1.65,30,1200,12.53,26.27,550,11800,3.8,42.71,587,7700
159980,有色ETF大成,周期资源,1231,9.08,3.98,85,200,10.83,6.0,192,600,3.41,0.81,54,300,4.42,2.56,192,900,3.64,4.16,254,1300,3.8,15.97,510,2500
159871,有色ETF银华,周期资源,1231,-0.12,16.66,106,1500,1.52,19.62,176,2900,13.65,4.51,124,3700,4.73,3.74,22,2300,16.09,18.36,444,14800,3.79,46.19,228,5400
510100,上证50ETF易方达,核心宽基,1230,20.37,2.24,263,500,15.34,3.71,387,700,10.44,4.03,587,1000,1.84,0.68,30,100,3.1,11.94,212,700,3.79,26.72,760,1800
159934,黄金ETF易方达,大宗商品,1231,10.58,5.06,76,0,-27.93,19.92,10,0,2.76,3.58,15,0,2.11,1.2,32,0,3.08,4.47,48,100,3.79,7.97,80,200
159952,创业板ETF广发,核心宽基,1229,-25.47,12.7,104,700,15.75,4.38,209,1100,12.28,3.44,214,1500,4.08,2.48,26,700,13.63,20.29,310,5700,3.71,48.38,368,2500
513660,恒生ETF华夏,跨境全球,1231,11.74,6.66,135,600,-2.17,11.53,134,500,-4.03,15.84,246,800,1.52,1.02,14,200,4.55,15.7,332,2400,3.69,28.23,514,3500
159948,创业板ETF南方,核心宽基,1229,-19.41,11.63,96,400,14.83,4.56,205,600,11.54,3.67,212,700,3.85,2.27,26,300,13.21,19.43,306,2900,3.67,47.72,400,1300
510900,恒生中国企业ETF易方达,跨境全球,1231,10.91,9.0,146,1000,-6.34,13.5,102,700,-11.45,21.7,184,700,1.52,1.14,22,500,4.48,18.83,310,3600,3.64,35.93,474,5100
159831,金ETF嘉实,大宗商品,1078,17.17,5.01,106,100,-26.33,19.29,18,0,2.68,3.5,15,0,2.37,1.17,46,100,4.27,6.25,82,200,3.64,7.03,100,200
518880,黄金ETF华安,大宗商品,1231,11.12,4.99,72,0,-27.7,19.8,10,0,2.54,3.44,11,0,2.11,1.15,34,100,3.41,5.26,44,100,3.59,7.7,74,200
159957,创业板ETF华夏,核心宽基,1231,-22.44,12.62,116,700,14.39,4.46,191,900,12.2,3.68,204,1400,3.77,2.04,34,700,13.18,19.66,306,5000,3.57,48.28,366,2200
159943,深证成指ETF大成,核心宽基,1231,-21.15,9.9,96,500,12.43,4.39,270,1600,8.0,2.27,186,1300,2.04,0.73,26,500,7.34,18.43,338,4000,3.51,40.24,436,3300
510050,上证50ETF华夏,核心宽基,1231,19.62,1.81,253,500,10.36,3.72,358,500,9.14,4.46,574,900,1.8,0.71,30,100,2.82,11.97,196,700,3.49,27.88,982,1800
159880,有色ETF鹏华,周期资源,1231,-1.58,16.33,98,1500,0.55,19.19,161,2900,12.13,3.84,80,3100,5.13,4.07,20,2400,15.86,16.53,416,14400,3.43,47.16,200,4800
513600,恒生指数ETF南方,跨境全球,1231,10.29,6.73,135,300,-4.47,11.8,102,200,-5.73,16.59,240,300,1.48,1.07,16,100,4.89,17.34,336,1300,3.43,30.33,448,1700
159830,金ETF天弘,大宗商品,1231,10.74,4.94,74,0,-27.97,19.91,10,0,2.8,3.57,15,0,3.42,2.32,66,100,3.41,4.42,82,100,3.43,7.11,104,200
516650,有色金属ETF华夏,周期资源,1231,-1.08,15.59,92,700,-4.37,19.43,137,1100,11.78,4.87,88,1500,5.39,4.7,30,1200,15.23,17.42,390,7200,3.41,45.49,148,2400
510230,金融ETF国泰,大金融,1231,15.31,4.48,124,600,12.59,5.02,186,1200,5.78,9.32,269,1500,1.75,0.47,20,500,5.03,9.19,332,3100,3.37,25.94,238,3400
159796,电池ETF汇添富,新能源制造,1094,-82.46,22.54,68,500,-28.77,23.0,246,2800,1.3,9.09,238,3200,4.64,3.92,68,2800,10.48,27.92,438,11500,3.36,52.91,972,13000
518850,黄金ETF华夏,大宗商品,1231,12.36,4.9,82,0,-25.69,18.91,22,0,2.57,3.44,11,0,2.11,1.15,30,100,3.5,5.25,54,100,3.34,6.86,90,200
159715,稀土ETF易方达,周期资源,1212,-43.63,19.89,94,800,-11.09,21.0,270,2400,12.98,11.06,396,4100,3.46,2.69,28,1200,10.57,24.31,326,8000,3.3,52.14,238,4000
513300,纳斯达克ETF华夏,跨境全球,1231,10.62,6.01,153,300,7.38,4.15,52,200,5.61,3.4,102,400,6.6,12.12,238,1300,2.03,5.64,58,500,3.3,20.91,164,1400
