etf_code,etf_name,sector,total_bars,ret_90d,mdd_90d,trades_90d,free_shares_90d,ret_180d,mdd_180d,trades_180d,free_shares_180d,ret_1y,mdd_1y,trades_1y,free_shares_1y,ret_2y,mdd_2y,trades_2y,free_shares_2y,ret_3y,mdd_3y,trades_3y,free_shares_3y,ret_5y,mdd_5y,trades_5y,free_shares_5y
159381,创业板人工智能ETF华夏,科技芯片,361,8.05,18.35,136,2000,29.47,5.81,117,3000,15.84,7.43,146,3400,,,,,,,,,,,,
159259,成长ETF易方达,核心宽基,253,-10.95,21.97,89,1500,23.03,4.34,74,1900,15.73,9.49,146,2800,,,,,,,,,,,,
588870,科创50ETF汇添富,核心宽基,395,24.93,8.22,188,2000,12.96,5.57,50,800,15.69,6.25,218,2500,,,,,,,,,,,,
589800,科创综指ETF易方达,核心宽基,375,16.96,13.39,179,2300,22.76,4.73,108,1800,15.57,6.01,182,2700,,,,,,,,,,,,
159582,半导体ETF博时,科技芯片,587,43.55,5.84,175,5000,16.36,4.12,48,2300,14.99,5.79,74,5200,8.02,6.21,30,5600,,,,,,,,
588730,科创人工智能ETF易方达,科技芯片,396,-0.58,9.51,147,1900,11.52,8.25,223,2500,14.69,9.91,408,4400,,,,,,,,,,,,
159327,半导体设备ETF万家,科技芯片,512,51.97,8.01,181,3700,19.19,4.34,44,1800,14.42,5.81,40,3400,8.38,6.95,26,3900,,,,,,,,
588230,科创200ETF华泰柏瑞,核心宽基,418,-11.61,21.77,99,1000,23.05,12.97,181,2200,14.41,5.83,140,2100,12.3,7.73,154,3300,,,,,,,,
588240,科创200ETF鹏华,核心宽基,380,-15.01,21.81,93,1000,24.07,11.94,201,2400,14.27,6.69,142,2200,,,,,,,,,,,,
589000,科创综指ETF华夏,核心宽基,374,7.84,10.9,153,1600,23.19,5.17,116,2000,14.17,5.96,170,2400,,,,,,,,,,,,
589850,科创50ETF东财,核心宽基,266,18.04,8.79,182,1600,13.14,5.3,52,900,14.08,5.85,204,2400,,,,,,,,,,,,
159218,卫星ETF招商,科技芯片,322,-51.64,24.2,124,700,-33.08,28.37,196,1700,13.73,6.63,237,2700,,,,,,,,,,,,
159373,创业板50ETF嘉实,核心宽基,391,-28.0,13.98,100,1000,18.21,3.82,209,1600,13.2,3.88,194,2000,,,,,,,,,,,,
588760,科创人工智能ETF广发,科技芯片,397,-6.55,10.7,156,3500,7.01,8.51,221,4500,13.19,10.4,421,8700,,,,,,,,,,,,
589520,科创人工智能ETF华宝,科技芯片,368,0.37,9.95,162,5300,7.65,8.78,225,6000,13.07,10.01,405,10900,,,,,,,,,,,,
159558,半导体设备ETF易方达,科技芯片,546,47.24,8.32,185,3500,19.25,4.43,50,1900,12.93,5.48,32,2900,8.13,6.74,28,3900,,,,,,,,
589680,科创综指ETF鹏华,核心宽基,374,10.62,10.59,157,1900,22.49,4.78,129,2000,12.78,5.51,160,2200,,,,,,,,,,,,
589660,科创综指ETF南方,核心宽基,374,10.7,10.91,147,1800,24.05,5.26,106,2000,12.4,5.61,140,2000,,,,,,,,,,,,
159205,创业板ETF东财,核心宽基,308,-18.62,11.78,98,1000,15.28,3.94,191,1300,12.06,3.41,210,1800,,,,,,,,,,,,
589010,科创人工智能ETF华夏,科技芯片,350,0.54,9.63,171,2100,7.09,8.64,233,2400,11.62,11.42,399,4500,,,,,,,,,,,,
588930,科创人工智能ETF银华,科技芯片,404,-2.49,9.81,154,1800,10.44,8.34,233,2400,11.61,10.1,419,3800,,,,,,,,,,,,
588790,科创AIETF博时,科技芯片,407,2.57,9.81,159,4100,7.2,8.61,215,4200,11.23,10.65,391,7700,,,,,,,,,,,,
159552,中证2000增强ETF招商,核心宽基,537,22.48,12.09,155,800,23.99,11.04,265,1500,10.67,3.93,192,1200,3.29,1.3,28,600,,,,,,,,
512630,卫星ETF广发,科技芯片,220,-46.37,23.83,126,1100,-32.19,29.22,200,2200,10.67,4.16,134,2200,,,,,,,,,,,,
510720,红利国企ETF国泰,公用红利,569,19.95,9.99,106,1000,16.12,10.31,197,1900,10.61,3.49,214,2500,2.15,0.53,32,800,,,,,,,,
159241,航空航天ETF天弘,国防军工,317,7.63,15.99,117,1400,-31.56,29.56,92,1000,10.6,15.35,300,3400,,,,,,,,,,,,
563230,卫星ETF富国,科技芯片,239,-47.86,24.1,136,1100,-33.63,29.24,208,2200,10.25,4.46,201,2300,,,,,,,,,,,,
159206,卫星ETF永赢,科技芯片,367,-31.15,23.63,120,1300,-15.83,27.96,270,2300,10.08,3.73,128,1800,,,,,,,,,,,,
159587,粮食ETF广发,大消费,498,33.97,6.85,62,1400,-17.0,25.16,27,600,9.99,14.57,110,2200,8.09,4.68,54,3100,,,,,,,,
159595,中证A50ETF大成,核心宽基,606,5.35,3.32,231,700,13.74,3.08,333,1500,9.82,1.73,446,2000,1.57,0.56,28,400,,,,,,,,
520990,港股央企红利ETF景顺,跨境全球,530,7.42,8.98,83,600,-11.46,16.02,72,300,9.52,8.27,314,2600,1.75,0.82,34,600,,,,,,,,
159569,港股红利低波ETF景顺,跨境全球,499,14.52,10.03,140,800,-4.35,15.09,120,400,9.5,5.07,294,1800,1.62,0.76,16,300,,,,,,,,
159309,油气ETF汇添富,周期资源,546,30.61,6.48,115,1200,-7.03,18.09,69,500,9.39,3.51,72,1500,6.16,4.12,62,2100,,,,,,,,
159593,中证A50ETF平安,核心宽基,610,5.89,2.49,247,800,13.1,2.91,319,1400,9.12,1.83,418,1800,1.35,0.49,30,300,,,,,,,,
561380,电网设备ETF国泰,新能源制造,419,-49.57,18.81,54,700,-9.15,17.38,240,3100,9.09,2.93,84,3100,7.25,10.73,124,4600,,,,,,,,
159591,A50ETF富国,核心宽基,606,7.88,2.77,235,800,11.77,2.8,231,1100,8.93,1.75,424,1800,1.67,0.68,28,400,,,,,,,,
159581,红利ETF万家,公用红利,607,12.86,7.92,107,700,3.65,10.33,128,800,8.92,5.36,294,2200,1.54,0.35,24,500,,,,,,,,
512050,A500ETF华夏,核心宽基,445,-1.99,4.84,170,1000,14.25,4.3,294,2200,8.77,2.12,246,1900,4.71,10.86,212,1900,,,,,,,,
159209,红利质量ETF招商,公用红利,360,18.91,3.73,165,1100,-15.56,14.01,36,200,8.73,6.49,369,2300,,,,,,,,,,,,
520900,港股通红利ETF广发,跨境全球,530,6.51,9.47,71,500,-12.59,16.75,78,300,8.72,8.58,330,2400,1.68,0.78,34,600,,,,,,,,
159320,电网设备ETF广发,新能源制造,417,-44.92,18.01,60,1300,-10.27,17.67,224,3400,8.65,2.81,78,3500,8.45,10.38,170,6400,,,,,,,,
159561,德国ETF嘉实,跨境全球,572,10.16,2.05,90,400,12.12,8.32,264,1200,8.51,10.29,415,2000,1.95,2.09,104,600,,,,,,,,
512020,A500ETF鹏华,核心宽基,434,4.23,4.56,194,1100,15.03,3.86,303,2000,8.44,2.08,241,1700,5.31,7.39,238,1900,,,,,,,,
520660,港股通央企红利ETF南方,跨境全球,530,4.94,9.61,61,500,-14.89,17.11,46,100,8.44,8.67,350,2300,1.44,0.42,36,600,,,,,,,,
563760,全指现金流ETF中银,核心宽基,312,2.12,6.63,105,500,-28.67,18.92,18,0,8.13,4.64,319,2000,,,,,,,,,,,,
513820,港股通红利ETF汇添富,跨境全球,568,12.44,9.05,127,600,3.96,11.76,170,700,8.11,10.72,477,2000,1.36,0.56,28,300,,,,,,,,
563390,全指现金流ETF华泰柏瑞,核心宽基,335,5.6,5.52,114,500,-29.2,19.07,10,0,7.65,3.75,236,1700,,,,,,,,,,,,
159233,自由现金流ETF平安,核心宽基,314,5.85,5.76,104,600,-26.12,17.95,14,100,7.6,3.2,230,1700,,,,,,,,,,,,
159201,自由现金流ETF华夏,核心宽基,378,9.12,8.75,117,600,-23.5,20.0,28,100,7.46,4.95,232,1600,,,,,,,,,,,,
159232,自由现金流ETF南方,核心宽基,335,5.14,6.3,116,600,-27.4,18.75,10,0,7.46,3.01,239,1600,,,,,,,,,,,,
159330,沪深300ETF东财,核心宽基,502,-1.04,3.52,186,700,10.91,3.32,284,1200,7.41,1.68,312,1400,1.49,0.52,34,400,,,,,,,,
159300,沪深300ETF富国,核心宽基,554,0.25,3.3,186,200,8.08,3.35,225,200,7.34,1.67,255,300,2.56,1.61,30,0,,,,,,,,
560530,中证A500ETF摩根,核心宽基,468,-1.7,4.7,166,1000,12.61,4.45,311,2100,7.31,1.98,242,1600,6.91,9.98,366,3100,,,,,,,,
159235,中证现金流ETF大成,核心宽基,335,1.2,6.06,107,500,-29.51,18.71,10,0,7.3,4.39,318,1700,,,,,,,,,,,,
560610,A500ETF招商,核心宽基,468,0.58,4.62,188,1100,12.82,4.23,304,2000,7.24,1.99,239,1500,8.26,8.8,438,3800,,,,,,,,
159222,自由现金流ETF易方达,核心宽基,344,10.83,8.19,106,500,-22.7,20.23,22,100,7.06,4.16,216,1400,,,,,,,,,,,,
159227,航空航天ETF华夏,国防军工,326,1.66,15.84,114,1100,-35.17,29.89,80,800,7.03,15.88,301,3000,,,,,,,,,,,,
159305,储能电池ETF广发,新能源制造,474,-62.38,18.09,68,700,-34.02,23.57,212,2500,7.02,12.11,348,6300,5.93,4.17,88,3800,,,,,,,,
159307,红利低波100ETF博时,公用红利,580,7.47,6.61,149,600,-4.55,9.78,88,400,6.95,7.45,523,2100,1.18,0.39,32,400,,,,,,,,
159220,港股通红利低波ETF华宝,跨境全球,330,10.78,7.52,161,1400,-4.16,12.83,140,1000,6.88,7.64,364,3400,,,,,,,,,,,,
159393,沪深300ETF万家,核心宽基,371,-1.16,3.4,195,100,8.84,3.28,217,200,6.8,1.62,262,300,,,,,,,,,,,,
512080,A500ETF中金,核心宽基,399,9.21,3.54,213,1300,15.28,4.51,332,2300,6.75,1.16,162,1300,,,,,,,,,,,,
560510,中证A500ETF泰康,核心宽基,468,6.1,4.52,196,1300,15.36,3.91,320,2200,6.51,1.83,228,1400,7.76,8.13,420,3500,,,,,,,,
513910,港股通央企红利ETF华夏,跨境全球,616,14.19,9.15,114,500,-4.0,14.24,52,100,6.1,12.89,395,1300,1.75,0.97,24,300,,,,,,,,
159368,创业板新能源ETF华夏,新能源制造,361,-73.46,20.86,56,600,-28.28,21.91,212,3100,5.21,9.55,300,5800,,,,,,,,,,,,
159207,高股息ETF广发,公用红利,350,11.12,7.0,188,900,6.56,9.52,313,1400,5.1,2.51,164,1100,,,,,,,,,,,,
159263,价值ETF易方达,核心宽基,290,14.02,7.87,146,700,-6.83,13.16,40,100,4.96,1.62,144,1000,,,,,,,,,,,,
159387,创业板新能源ETF国泰,新能源制造,310,-74.53,20.88,58,600,-26.1,21.81,226,3200,4.72,9.64,298,5100,,,,,,,,,,,,
159267,航天ETF华安,国防军工,272,-9.33,17.02,100,1100,-36.36,29.84,74,900,4.41,16.84,302,2900,,,,,,,,,,,,
159326,电网设备ETF华夏,新能源制造,487,-57.03,20.79,60,300,-14.93,19.91,238,1200,3.83,1.56,26,400,6.01,4.81,146,1700,,,,,,,,
159278,机器人ETF鹏华,科技芯片,265,-31.85,16.27,134,1900,2.83,14.26,222,3700,2.27,21.06,468,6100,,,,,,,,,,,,
159545,恒生红利低波ETF易方达,跨境全球,588,-1.87,11.16,71,300,-15.63,16.4,40,100,0.9,13.28,300,1000,1.2,0.72,18,200,,,,,,,,
520550,港股红利低波ETF招商,跨境全球,396,-2.2,10.79,59,300,-14.87,15.89,40,200,0.77,13.24,302,1300,,,,,,,,,,,,
159105,恒生生物科技ETF易方达,跨境全球,212,30.57,2.25,74,1900,22.93,17.35,262,3700,0.04,24.48,220,2600,,,,,,,,,,,,
589960,科创新能源ETF易方达,新能源制造,236,-75.32,22.59,72,700,-49.79,29.25,174,1700,-2.23,20.22,304,5300,,,,,,,,,,,,
159399,现金流ETF国泰,核心宽基,378,10.78,9.0,136,800,-26.94,22.12,12,0,-3.16,17.71,306,1400,,,,,,,,,,,,
159378,通用航空ETF永赢,国防军工,406,-33.68,15.6,68,500,-40.33,28.97,102,800,-6.04,20.13,288,2200,,,,,,,,,,,,
159272,机器人ETF富国,科技芯片,237,-32.27,16.05,130,2200,2.79,13.62,224,4200,-7.1,24.85,322,5300,,,,,,,,,,,,
588830,科创新能源ETF鹏华,新能源制造,508,-80.09,23.24,68,600,-54.18,30.52,134,1100,-7.5,23.28,370,3500,4.79,4.95,94,2000,,,,,,,,
520510,港股通医疗ETF华夏,跨境全球,268,22.02,2.26,48,1200,25.16,16.31,211,3800,-12.91,31.82,66,700,,,,,,,,,,,,
513780,港股创新药ETF景顺,跨境全球,460,30.65,2.61,72,1000,26.74,15.98,224,2200,-13.15,31.15,44,300,11.38,7.89,204,3600,,,,,,,,
159366,港股医疗ETF永赢,跨境全球,347,22.56,2.52,52,800,21.47,17.35,197,2100,-13.19,31.9,66,400,,,,,,,,,,,,
520700,港股通创新药ETF万家,跨境全球,469,33.26,2.52,74,1100,29.24,16.21,244,2500,-13.32,31.44,42,200,13.38,8.81,232,4600,,,,,,,,
589120,科创创新药ETF汇添富,医药健康,237,31.32,1.76,71,2200,34.33,10.2,287,6800,-14.0,26.52,70,2200,,,,,,,,,,,,
159107,创业板软件ETF富国,科技芯片,236,22.94,6.35,218,3500,-32.19,23.02,112,1100,-14.79,26.27,256,3900,,,,,,,,,,,,
520970,港股通创新药ETF嘉实,跨境全球,268,29.16,2.5,70,1800,29.1,15.99,246,4600,-14.8,32.71,42,200,,,,,,,,,,,,
589720,科创创新药ETF国泰,医药健康,272,30.98,1.91,76,2100,35.17,9.61,269,6300,-15.55,27.73,68,1700,,,,,,,,,,,,
159256,创业板软件ETF华夏,科技芯片,271,31.77,6.92,239,4200,-31.44,23.7,134,1500,-15.61,26.89,248,3600,,,,,,,,,,,,
520600,港股通汽车ETF广发,跨境全球,414,-40.48,11.42,52,800,-39.49,22.61,136,800,-18.01,25.24,296,2200,4.83,4.65,253,3100,,,,,,,,
159323,港股通汽车ETF华夏,跨境全球,408,-41.27,11.29,50,800,-39.43,22.57,134,800,-19.69,25.76,252,1800,,,,,,,,,,,,
159590,软件ETF汇添富,科技芯片,452,22.73,5.24,229,3000,-36.6,22.67,66,700,-20.76,30.49,206,2100,1.76,22.03,596,6800,,,,,,,,
159557,恒生医疗ETF嘉实,跨境全球,564,25.59,2.33,68,900,18.62,18.6,252,2500,-21.72,33.79,40,100,3.84,4.0,42,1100,,,,,,,,
159303,恒生医疗ETF大成,跨境全球,538,26.21,2.14,78,900,14.54,18.66,227,1900,-22.47,33.77,34,0,3.09,2.72,28,800,,,,,,,,
588130,科创医药ETF华夏,医药健康,318,30.44,2.96,163,2400,18.54,9.9,431,4700,-23.17,25.69,56,500,,,,,,,,,,,,
159286,港股通创新药ETF鹏华,跨境全球,250,25.26,2.36,66,1900,7.55,18.81,217,4100,-24.59,34.35,64,700,,,,,,,,,,,,
520980,港股通科技ETF汇添富,跨境全球,294,-1.2,7.3,176,2000,-12.75,13.96,132,2300,-24.85,29.11,160,1600,,,,,,,,,,,,
159269,港股通科技ETF南方,跨境全球,288,5.89,5.97,185,1800,-18.52,14.94,106,1200,-25.22,30.31,124,900,,,,,,,,,,,,
520840,港股通恒生科技ETF华安,跨境全球,256,3.15,7.29,194,2300,-16.73,14.61,114,1500,-25.78,30.37,148,1200,,,,,,,,,,,,
159297,港股通创新药ETF南方,跨境全球,236,30.65,2.5,76,2400,9.84,18.67,229,4600,-25.85,34.4,44,600,,,,,,,,,,,,
159262,港股通科技ETF广发,跨境全球,291,-3.86,7.7,176,2200,-14.35,13.6,138,2300,-26.61,29.67,164,1400,,,,,,,,,,,,
159217,港股通创新药ETF工银,跨境全球,353,33.35,2.81,78,1700,10.42,18.83,237,3000,-28.15,36.96,38,100,,,,,,,,,,,,
159316,港股通创新药ETF易方达,跨境全球,359,24.1,2.2,70,1100,1.87,20.05,193,2200,-29.3,37.39,32,0,,,,,,,,,,,,
159101,港股通科技ETF华夏,跨境全球,249,8.54,7.88,171,2100,-28.3,19.82,64,900,-29.8,35.59,118,900,,,,,,,,,,,,
520880,港股通创新药ETF华宝,跨境全球,291,24.76,2.41,68,3100,2.32,20.95,174,6300,-30.22,38.65,32,200,,,,,,,,,,,,
520690,港股创新药ETF博时,跨境全球,272,26.13,2.47,62,2000,3.01,20.34,193,4000,-30.49,38.53,30,100,,,,,,,,,,,,
520500,恒生创新药ETF华泰柏瑞,跨境全球,415,31.07,2.67,79,1200,4.51,20.69,207,2400,-31.05,38.51,30,0,7.7,7.81,122,2400,,,,,,,,
159202,恒生互联网ETF万家,跨境全球,345,-13.02,11.8,162,1900,-39.53,22.85,44,800,-33.54,38.23,152,1200,,,,,,,,,,,,
520920,恒生科技ETF天弘,跨境全球,230,-11.95,7.83,150,1800,-25.39,15.37,78,1200,-36.56,35.26,18,0,,,,,,,,,,,,
159568,港股互联网ETF博时,跨境全球,620,-2.82,12.44,176,1800,-48.04,27.86,34,400,-42.94,47.11,72,300,2.93,7.82,139,1800,,,,,,,,
159133,化工ETF天弘,周期资源,196,-10.58,11.55,109,1000,-12.61,15.0,138,1300,,,,,,,,,,,,,,,,
159157,有色金属ETF天弘,周期资源,145,-3.9,15.65,109,1900,3.77,18.9,200,3900,,,,,,,,,,,,,,,,
159148,石油ETF富国,周期资源,142,31.44,5.43,150,2000,-14.89,17.58,52,200,,,,,,,,,,,,,,,,
159168,有色ETF富国,周期资源,141,-10.62,16.31,103,1500,4.14,19.21,204,3800,,,,,,,,,,,,,,,,
512940,有色ETF华安,周期资源,137,7.38,15.66,110,2300,0.25,19.5,195,3200,,,,,,,,,,,,,,,,
563380,航空航天ETF华泰柏瑞,国防军工,208,17.3,12.83,137,1700,-22.56,25.5,100,1100,,,,,,,,,,,,,,,,
159030,粮食ETF华夏,大消费,88,38.03,6.36,76,2300,,,,,,,,,,,,,,,,,,,,
159033,粮食ETF国泰,大消费,70,36.29,6.66,62,1800,,,,,,,,,,,,,,,,,,,,
159038,粮食ETF易方达,大消费,81,40.44,5.85,74,2200,,,,,,,,,,,,,,,,,,,,
159016,证券ETF广发,大金融,86,18.42,1.69,144,1300,,,,,,,,,,,,,,,,,,,,
560400,证券ETF华泰柏瑞,大金融,122,20.03,1.19,131,1400,13.73,6.16,322,2500,,,,,,,,,,,,,,,,
515970,工程机械ETF华夏,新能源制造,141,-8.46,6.58,118,1200,-5.84,10.3,222,2300,,,,,,,,,,,,,,,,
560710,船舶ETF富国,新能源制造,145,37.58,7.86,145,2300,6.17,19.45,158,1900,,,,,,,,,,,,,,,,
560390,电网设备ETF易方达,新能源制造,133,-50.19,18.55,58,600,-10.48,17.2,226,2400,,,,,,,,,,,,,,,,
159247,创业板ETF汇添富,核心宽基,149,-24.22,12.73,106,1600,15.19,4.0,215,2300,,,,,,,,,,,,,,,,
510910,上证指数ETF南方,核心宽基,72,10.87,4.26,165,1100,,,,,,,,,,,,,,,,,,,,
530060,上证指数ETF易方达,核心宽基,143,10.41,3.67,170,900,8.98,3.91,296,1400,,,,,,,,,,,,,,,,
589360,科创50ETF国泰,核心宽基,56,-60.77,18.81,114,2200,,,,,,,,,,,,,,,,,,,,
589220,科创200ETF国泰,核心宽基,154,-16.05,21.93,93,1600,23.29,11.96,193,3800,,,,,,,,,,,,,,,,
159140,科创创业人工智能ETF易方达,科技芯片,179,8.34,11.54,159,2100,17.53,4.05,65,1500,,,,,,,,,,,,,,,,
159141,科创创业人工智能ETF永赢,科技芯片,184,4.98,12.97,155,2500,19.83,4.25,94,2000,,,,,,,,,,,,,,,,
159142,科创创业人工智能ETF景顺,科技芯片,183,10.16,10.62,165,2400,22.31,4.26,92,2300,,,,,,,,,,,,,,,,
159243,创业板人工智能ETF招商,科技芯片,169,15.35,18.05,152,2300,32.38,5.62,134,3300,,,,,,,,,,,,,,,,
561460,人工智能ETF天弘,科技芯片,51,,,,,,,,,,,,,,,,,,,,,,,,
563530,卫星ETF易方达,科技芯片,203,-45.17,22.63,134,1000,-30.37,28.81,206,2400,,,,,,,,,,,,,,,,
563790,卫星ETF鹏华,科技芯片,169,-47.82,24.06,138,1500,-30.78,28.77,218,3100,,,,,,,,,,,,,,,,
589030,科创芯片设计ETF易方达,科技芯片,159,9.04,12.6,153,2900,27.09,5.78,110,3100,,,,,,,,,,,,,,,,
589070,科创芯片设计ETF天弘,科技芯片,155,10.91,12.51,153,3200,28.83,5.68,126,3700,,,,,,,,,,,,,,,,
589190,科创芯片ETF华宝,科技芯片,153,32.89,12.08,191,6100,18.21,5.48,50,3400,,,,,,,,,,,,,,,,
589130,科创芯片ETF易方达,科技芯片,166,35.17,11.25,191,2800,18.91,4.55,48,1600,,,,,,,,,,,,,,,,
589430,科创芯片设计ETF华宝,科技芯片,6,,,,,,,,,,,,,,,,,,,,,,,,
589210,科创芯片设计ETF广发,科技芯片,176,11.32,12.64,161,5200,27.97,5.81,124,5700,,,,,,,,,,,,,,,,
159100,巴西ETF华夏,跨境全球,204,20.82,4.62,102,1000,8.37,12.75,142,1200,,,,,,,,,,,,,,,,
159185,港股通信息技术ETF鹏华,跨境全球,97,3.48,10.6,172,2100,,,,,,,,,,,,,,,,,,,,
159131,港股通信息技术ETF华宝,跨境全球,204,1.45,10.74,162,2200,22.11,8.93,116,2900,,,,,,,,,,,,,,,,
159120,港股通科技ETF国联安,跨境全球,204,-3.15,6.72,151,1700,-9.45,13.82,128,2900,,,,,,,,,,,,,,,,
159137,港股通医疗ETF华宝,跨境全球,164,26.42,2.23,58,1400,23.72,16.61,210,3500,,,,,,,,,,,,,,,,
159196,港股通信息技术ETF易方达,跨境全球,112,3.07,10.72,171,1800,10.0,1.01,26,700,,,,,,,,,,,,,,,,
159198,港股通信息技术ETF富国,跨境全球,111,1.29,10.64,169,1700,10.38,0.97,22,700,,,,,,,,,,,,,,,,
513240,港股通信息技术ETF华安,跨境全球,90,7.38,9.92,179,2400,,,,,,,,,,,,,,,,,,,,
513620,港股医疗ETF银华,跨境全球,84,23.89,2.38,60,1100,,,,,,,,,,,,,,,,,,,,
513930,恒生生物科技ETF华泰柏瑞,跨境全球,123,27.0,2.38,68,1400,27.88,16.73,262,4000,,,,,,,,,,,,,,,,
520570,恒生科技ETF南方,跨境全球,202,-11.2,7.95,152,1700,-25.51,15.78,74,1100,,,,,,,,,,,,,,,,
520650,港股通互联网ETF南方,跨境全球,207,1.53,12.84,194,4100,-48.84,28.27,40,900,,,,,,,,,,,,,,,,
520710,港股通信息技术ETF广发,跨境全球,74,3.69,10.29,173,2600,,,,,,,,,,,,,,,,,,,,
520870,巴西ETF易方达,跨境全球,204,24.18,4.41,80,1100,14.39,10.7,146,1700,,,,,,,,,,,,,,,,
526000,港股通信息技术ETF华夏,跨境全球,107,5.18,10.18,175,2000,10.97,1.19,34,700,,,,,,,,,,,,,,,,
